race_id,race_date,course,distance,surface,condition,horse_no,horse_name,age,sex,weight,weight_diff,jockey,trainer,odds_win,popularity,finish_pos,time_sec,prize
175,2021-11-03,新潟,3000,ダート,稍重,1,馬0175_01,2,牝,485,-5,騎手18,調教師16,17.5,5,3,240.5,750
175,2021-11-03,新潟,3000,ダート,稍重,2,馬0175_02,7,騸,470,-3,騎手26,調教師10,18.0,6,11,242.9,0
175,2021-11-03,新潟,3000,ダート,稍重,3,馬0175_03,6,牝,486,-10,騎手30,調教師22,29.8,9,10,243.0,0
175,2021-11-03,新潟,3000,ダート,稍重,4,馬0175_04,3,牡,471,3,騎手15,調教師17,9.2,4,5,241.1,300
175,2021-11-03,新潟,3000,ダート,稍重,5,馬0175_05,3,牡,479,-9,騎手24,調教師24,7.8,3,2,240.3,1200
175,2021-11-03,新潟,3000,ダート,稍重,6,馬0175_06,6,牡,442,-2,騎手13,調教師15,18.5,7,6,241.3,0
175,2021-11-03,新潟,3000,ダート,稍重,7,馬0175_07,6,牝,468,-6,騎手10,調教師06,33.3,10,8,242.2,0
175,2021-11-03,新潟,3000,ダート,稍重,8,馬0175_08,2,牡,457,5,騎手19,調教師29,5.5,2,4,240.5,450
175,2021-11-03,新潟,3000,ダート,稍重,9,馬0175_09,7,牝,486,-1,騎手01,調教師42,1.9,1,1,240.1,3000
175,2021-11-03,新潟,3000,ダート,稍重,10,馬0175_10,7,牡,480,-2,騎手04,調教師11,20.9,8,9,242.5,0
175,2021-11-03,新潟,3000,ダート,稍重,11,馬0175_11,7,騸,462,0,騎手09,調教師20,65.1,11,7,241.8,0
176,2021-11-04,中山,3000,芝,重,1,馬0176_01,3,牝,458,5,騎手14,調教師04,17.4,7,5,241.0,300
176,2021-11-04,中山,3000,芝,重,2,馬0176_02,6,騸,467,-3,騎手25,調教師12,12.5,6,7,241.6,0
176,2021-11-04,中山,3000,芝,重,3,馬0176_03,4,牡,450,-8,騎手21,調教師34,3.9,2,6,241.6,0
176,2021-11-04,中山,3000,芝,重,4,馬0176_04,2,牡,473,5,騎手20,調教師11,20.1,8,9,242.2,0
176,2021-11-04,中山,3000,芝,重,5,馬0176_05,2,牡,471,0,騎手29,調教師30,355.4,14,14,244.0,0
176,2021-11-04,中山,3000,芝,重,6,馬0176_06,7,牝,498,0,騎手04,調教師13,2.6,1,2,240.2,1200
176,2021-11-04,中山,3000,芝,重,7,馬0176_07,4,牡,499,7,騎手15,調教師31,185.5,11,12,243.3,0
176,2021-11-04,中山,3000,芝,重,8,馬0176_08,3,牡,471,-1,騎手26,調教師29,122.3,10,11,242.8,0
176,2021-11-04,中山,3000,芝,重,9,馬0176_09,4,騸,496,3,騎手10,調教師45,209.8,12,10,242.7,0
176,2021-11-04,中山,3000,芝,重,10,馬0176_10,4,牡,454,5,騎手17,調教師21,9.2,4,3,240.6,750
176,2021-11-04,中山,3000,芝,重,11,馬0176_11,6,牝,507,0,騎手12,調教師08,102.8,9,8,241.8,0
176,2021-11-04,中山,3000,芝,重,12,馬0176_12,6,騸,436,7,騎手09,調教師32,342.8,13,13,243.7,0
176,2021-11-04,中山,3000,芝,重,13,馬0176_13,4,牡,484,1,騎手01,調教師24,9.9,5,1,239.8,3000
176,2021-11-04,中山,3000,芝,重,14,馬0176_14,6,牝,477,0,騎手24,調教師28,5.7,3,4,240.8,450
177,2023-01-17,新潟,2400,芝,良,1,馬0177_01,2,牝,501,2,騎手03,調教師25,3.8,2,3,204.8,750
177,2023-01-17,新潟,2400,芝,良,2,馬0177_02,4,牝,502,-7,騎手19,調教師35,4.2,3,1,203.8,3000
177,2023-01-17,新潟,2400,芝,良,3,馬0177_03,2,牡,451,-3,騎手09,調教師36,4.4,4,2,204.6,1200
177,2023-01-17,新潟,2400,芝,良,4,馬0177_04,3,牝,500,-4,騎手04,調教師26,108.5,11,10,206.7,0
177,2023-01-17,新潟,2400,芝,良,5,馬0177_05,4,牡,457,1,騎手25,調教師42,28.8,6,7,206.0,0
177,2023-01-17,新潟,2400,芝,良,6,馬0177_06,5,牝,415,2,騎手29,調教師50,86.1,9,9,206.0,0
177,2023-01-17,新潟,2400,芝,良,7,馬0177_07,5,牝,489,4,騎手01,調教師11,30.4,7,6,205.5,0
177,2023-01-17,新潟,2400,芝,良,8,馬0177_08,4,牡,470,8,騎手06,調教師38,7.9,5,5,205.2,300
177,2023-01-17,新潟,2400,芝,良,9,馬0177_09,6,牝,459,5,騎手11,調教師13,42.9,8,8,205.8,0
177,2023-01-17,新潟,2400,芝,良,10,馬0177_10,2,牡,457,-13,騎手22,調教師41,106.5,10,11,206.5,0
177,2023-01-17,新潟,2400,芝,良,11,馬0177_11,5,牝,473,-9,騎手30,調教師23,3.7,1,4,204.7,450
178,2019-10-08,京都,2400,芝,良,1,馬0178_01,2,牡,470,9,騎手08,調教師17,63.1,10,9,206.4,0
178,2019-10-08,京都,2400,芝,良,2,馬0178_02,3,牝,453,-1,騎手12,調教師46,9.9,4,3,204.4,750
178,2019-10-08,京都,2400,芝,良,3,馬0178_03,6,牝,486,-7,騎手01,調教師23,13.6,6,4,204.7,450
178,2019-10-08,京都,2400,芝,良,4,馬0178_04,2,牡,498,14,騎手14,調教師49,2.1,1,1,204.1,3000
178,2019-10-08,京都,2400,芝,良,5,馬0178_05,6,牝,484,-3,騎手15,調教師21,17.5,7,7,205.6,0
178,2019-10-08,京都,2400,芝,良,6,馬0178_06,4,牝,493,-2,騎手06,調教師03,5.9,2,2,204.2,1200
178,2019-10-08,京都,2400,芝,良,7,馬0178_07,2,牡,486,4,騎手04,調教師08,6.1,3,5,205.3,300
178,2019-10-08,京都,2400,芝,良,8,馬0178_08,4,騸,513,-1,騎手16,調教師39,104.1,11,12,207.3,0
178,2019-10-08,京都,2400,芝,良,9,馬0178_09,5,騸,450,0,騎手05,調教師07,160.1,13,13,207.6,0
178,2019-10-08,京都,2400,芝,良,10,馬0178_10,6,牡,492,9,騎手18,調教師29,112.2,12,8,206.3,0
178,2019-10-08,京都,2400,芝,良,11,馬0178_11,5,牡,534,3,騎手22,調教師16,44.8,9,11,206.9,0
178,2019-10-08,京都,2400,芝,良,12,馬0178_12,3,牡,513,-8,騎手19,調教師01,11.1,5,6,205.3,0
178,2019-10-08,京都,2400,芝,良,13,馬0178_13,5,牝,477,4,騎手23,調教師24,21.0,8,10,206.9,0
179,2021-02-01,札幌,3200,芝,良,1,馬0179_01,3,牡,515,5,騎手11,調教師25,42.7,11,8,254.4,0
179,2021-02-01,札幌,3200,芝,良,2,馬0179_02,4,牡,460,8,騎手08,調教師48,51.9,12,11,254.5,0
179,2021-02-01,札幌,3200,芝,良,3,馬0179_03,6,牡,487,-1,騎手09,調教師37,171.2,15,15,256.1,0
179,2021-02-01,札幌,3200,芝,良,4,馬0179_04,4,牝,467,6,騎手21,調教師06,33.2,9,13,255.6,0
179,2021-02-01,札幌,3200,芝,良,5,馬0179_05,5,牝,447,2,騎手06,調教師18,94.1,13,12,255.3,0
179,2021-02-01,札幌,3200,芝,良,6,馬0179_06,2,牝,410,-4,騎手16,調教師20,158.2,14,14,256.0,0
179,2021-02-01,札幌,3200,芝,良,7,馬0179_07,4,牝,470,-3,騎手17,調教師43,35.0,10,9,254.6,0
179,2021-02-01,札幌,3200,芝,良,8,馬0179_08,7,牡,510,-1,騎手01,調教師47,10.7,6,3,252.9,750
179,2021-02-01,札幌,3200,芝,良,9,馬0179_09,3,牝,481,1,騎手24,調教師32,8.2,4,4,253.2,450
179,2021-02-01,札幌,3200,芝,良,10,馬0179_10,5,牡,453,7,騎手03,調教師28,7.8,3,6,253.5,0
179,2021-02-01,札幌,3200,芝,良,11,馬0179_11,6,牡,490,11,騎手25,調教師29,2.9,1,1,251.9,3000
179,2021-02-01,札幌,3200,芝,良,12,馬0179_12,5,牝,462,3,騎手30,調教師23,8.3,5,5,253.2,300
179,2021-02-01,札幌,3200,芝,良,13,馬0179_13,2,牝,500,0,騎手29,調教師04,20.4,8,10,254.9,0
179,2021-02-01,札幌,3200,芝,良,14,馬0179_14,5,牡,492,7,騎手10,調教師12,5.1,2,2,252.3,1200
179,2021-02-01,札幌,3200,芝,良,15,馬0179_15,7,牡,475,10,騎手20,調教師01,15.2,7,7,253.5,0
180,2022-08-03,札幌,2100,ダート,不良,1,馬0180_01,2,騸,490,-8,騎手09,調教師01,76.9,12,12,188.9,0
180,2022-08-03,札幌,2100,ダート,不良,2,馬0180_02,7,牡,495,7,騎手04,調教師16,30.5,10,8,188.2,0
180,2022-08-03,札幌,2100,ダート,不良,3,馬0180_03,3,牝,463,-11,騎手06,調教師07,20.4,7,11,189.4,0
180,2022-08-03,札幌,2100,ダート,不良,4,馬0180_04,3,牡,518,0,騎手13,調教師34,24.9,9,2,186.3,1200
180,2022-08-03,札幌,2100,ダート,不良,5,馬0180_05,6,騸,492,-5,騎手30,調教師37,24.5,8,10,188.7,0
180,2022-08-03,札幌,2100,ダート,不良,6,馬0180_06,7,牡,523,13,騎手17,調教師08,50.6,11,9,188.4,0
180,2022-08-03,札幌,2100,ダート,不良,7,馬0180_07,2,牝,509,-12,騎手23,調教師39,5.0,3,3,186.5,750
180,2022-08-03,札幌,2100,ダート,不良,8,馬0180_08,6,牝,431,-8,騎手12,調教師31,9.0,5,6,187.4,0
180,2022-08-03,札幌,2100,ダート,不良,9,馬0180_09,2,牝,488,5,騎手19,調教師25,4.5,2,4,186.6,450
180,2022-08-03,札幌,2100,ダート,不良,10,馬0180_10,3,牡,475,4,騎手29,調教師49,11.3,6,5,187.6,300
180,2022-08-03,札幌,2100,ダート,不良,11,馬0180_11,5,牝,488,2,騎手27,調教師15,3.5,1,1,186.4,3000
180,2022-08-03,札幌,2100,ダート,不良,12,馬0180_12,5,騸,463,4,騎手03,調教師26,6.9,4,7,188.2,0
181,2019-06-29,東京,1150,芝,良,1,馬0181_01,6,牡,519,-6,騎手13,調教師08,129.6,7,6,130.4,0
181,2019-06-29,東京,1150,芝,良,2,馬0181_02,5,牡,456,7,騎手10,調教師29,21.2,4,2,129.3,1200
181,2019-06-29,東京,1150,芝,良,3,馬0181_03,4,騸,479,-7,騎手03,調教師16,1.1,1,1,128.8,3000
181,2019-06-29,東京,1150,芝,良,4,馬0181_04,2,牝,488,-5,騎手05,調教師50,195.7,9,10,131.6,0
181,2019-06-29,東京,1150,芝,良,5,馬0181_05,3,牡,487,-2,騎手23,調教師09,99.4,6,4,129.8,450
181,2019-06-29,東京,1150,芝,良,6,馬0181_06,6,牝,485,2,騎手28,調教師48,413.5,10,9,131.5,0
181,2019-06-29,東京,1150,芝,良,7,馬0181_07,4,牝,471,4,騎手14,調教師11,9.3,3,3,129.5,750
181,2019-06-29,東京,1150,芝,良,8,馬0181_08,7,牝,504,10,騎手18,調教師33,163.2,8,8,131.1,0
181,2019-06-29,東京,1150,芝,良,9,馬0181_09,7,牡,432,0,騎手21,調教師25,69.8,5,7,130.9,0
181,2019-06-29,東京,1150,芝,良,10,馬0181_10,6,牡,460,3,騎手08,調教師05,8.5,2,5,130.7,300
182,2023-09-11,福島,1600,芝,稍重,1,馬0182_01,6,騸,472,2,騎手18,調教師09,130.1,7,6,157.6,0
182,2023-09-11,福島,1600,芝,稍重,2,馬0182_02,5,牝,439,4,騎手20,調教師21,12.8,4,5,157.0,300
182,2023-09-11,福島,1600,芝,稍重,3,馬0182_03,5,牝,482,0,騎手10,調教師47,12.3,3,3,156.8,750
182,2023-09-11,福島,1600,芝,稍重,4,馬0182_04,7,牡,495,-11,騎手27,調教師29,45.2,6,7,157.7,0
182,2023-09-11,福島,1600,芝,稍重,5,馬0182_05,4,牝,490,2,騎手13,調教師01,1.3,1,1,156.0,3000
182,2023-09-11,福島,1600,芝,稍重,6,馬0182_06,7,牡,495,0,騎手22,調教師35,20.2,5,4,156.6,450
182,2023-09-11,福島,1600,芝,稍重,7,馬0182_07,6,牡,469,5,騎手19,調教師20,4.6,2,2,156.3,1200
182,2023-09-11,福島,1600,芝,稍重,8,馬0182_08,7,騸,486,-1,騎手23,調教師32,245.2,8,8,157.9,0
183,2021-09-14,小倉,3000,ダート,良,1,馬0183_01,4,牡,458,2,騎手01,調教師01,8.9,3,5,241.1,300
183,2021-09-14,小倉,3000,ダート,良,2,馬0183_02,7,騸,519,-1,騎手11,調教師39,289.6,16,14,243.8,0
183,2021-09-14,小倉,3000,ダート,良,3,馬0183_03,5,騸,490,-7,騎手20,調教師47,11.5,4,9,242.2,0
183,2021-09-14,小倉,3000,ダート,良,4,馬0183_04,3,騸,448,2,騎手28,調教師23,264.4,14,16,244.6,0
183,2021-09-14,小倉,3000,ダート,良,5,馬0183_05,3,牡,487,-7,騎手07,調教師26,39.3,8,7,241.5,0
183,2021-09-14,小倉,3000,ダート,良,6,馬0183_06,5,牡,445,-7,騎手26,調教師34,73.1,11,12,243.2,0
183,2021-09-14,小倉,3000,ダート,良,7,馬0183_07,7,牡,469,5,騎手03,調教師03,43.9,9,4,241.0,450
183,2021-09-14,小倉,3000,ダート,良,8,馬0183_08,2,騸,485,3,騎手29,調教師37,19.4,6,2,240.1,1200
183,2021-09-14,小倉,3000,ダート,良,9,馬0183_09,4,牡,437,-12,騎手02,調教師42,58.2,10,11,242.9,0
183,2021-09-14,小倉,3000,ダート,良,10,馬0183_10,6,牡,452,-5,騎手14,調教師12,1.7,1,1,240.0,3000
183,2021-09-14,小倉,3000,ダート,良,11,馬0183_11,2,騸,468,2,騎手22,調教師29,135.9,13,10,242.9,0
183,2021-09-14,小倉,3000,ダート,良,12,馬0183_12,7,牝,471,6,騎手12,調教師45,4.6,2,3,240.5,750
183,2021-09-14,小倉,3000,ダート,良,13,馬0183_13,5,牡,479,-6,騎手27,調教師09,75.7,12,15,244.1,0
183,2021-09-14,小倉,3000,ダート,良,14,馬0183_14,5,牝,509,9,騎手30,調教師31,35.4,7,8,242.1,0
183,2021-09-14,小倉,3000,ダート,良,15,馬0183_15,3,牡,510,-6,騎手06,調教師22,15.2,5,6,241.4,0
183,2021-09-14,小倉,3000,ダート,良,16,馬0183_16,5,騸,460,2,騎手18,調教師24,277.2,15,13,244.0,0
184,2023-07-09,福島,1700,芝,良,1,馬0184_01,4,牡,444,2,騎手24,調教師01,1.1,1,1,162.0,3000
184,2023-07-09,福島,1700,芝,良,2,馬0184_02,2,牝,499,14,騎手17,調教師09,22.6,4,3,162.9,750
184,2023-07-09,福島,1700,芝,良,3,馬0184_03,3,牝,492,8,騎手02,調教師32,19.1,3,4,162.7,450
184,2023-07-09,福島,1700,芝,良,4,馬0184_04,2,牡,458,0,騎手23,調教師30,58.9,8,9,164.5,0
184,2023-07-09,福島,1700,芝,良,5,馬0184_05,2,牡,468,-4,騎手04,調教師21,36.8,6,6,163.5,0
184,2023-07-09,福島,1700,芝,良,6,馬0184_06,3,牡,455,0,騎手09,調教師44,147.1,11,11,164.9,0
184,2023-07-09,福島,1700,芝,良,7,馬0184_07,7,牝,481,-5,騎手10,調教師15,254.7,12,12,164.9,0
184,2023-07-09,福島,1700,芝,良,8,馬0184_08,3,牡,507,-4,騎手27,調教師29,42.8,7,7,164.0,0
184,2023-07-09,福島,1700,芝,良,9,馬0184_09,6,牡,489,-4,騎手11,調教師13,33.0,5,5,162.9,300
184,2023-07-09,福島,1700,芝,良,10,馬0184_10,7,騸,470,-6,騎手16,調教師17,87.1,9,8,164.2,0
184,2023-07-09,福島,1700,芝,良,11,馬0184_11,3,牡,486,-3,騎手22,調教師43,397.4,13,13,165.6,0
184,2023-07-09,福島,1700,芝,良,12,馬0184_12,2,牡,512,7,騎手30,調教師50,7.3,2,2,162.5,1200
184,2023-07-09,福島,1700,芝,良,13,馬0184_13,2,牡,482,-6,騎手25,調教師20,89.9,10,10,164.4,0
185,2019-09-19,中山,3200,芝,良,1,馬0185_01,4,牝,532,-7,騎手21,調教師47,145.7,12,8,253.8,0
185,2019-09-19,中山,3200,芝,良,2,馬0185_02,2,牝,507,3,騎手05,調教師31,95.5,10,11,255.1,0
185,2019-09-19,中山,3200,芝,良,3,馬0185_03,5,牡,492,12,騎手09,調教師38,98.7,11,13,255.5,0
185,2019-09-19,中山,3200,芝,良,4,馬0185_04,7,牝,414,0,騎手17,調教師23,7.9,4,6,253.5,0
185,2019-09-19,中山,3200,芝,良,5,馬0185_05,4,牝,487,3,騎手28,調教師01,34.5,8,9,254.5,0
185,2019-09-19,中山,3200,芝,良,6,馬0185_06,2,牡,472,-13,騎手08,調教師32,3.9,3,1,252.0,3000
185,2019-09-19,中山,3200,芝,良,7,馬0185_07,7,牝,483,-4,騎手24,調教師10,3.7,2,3,252.4,750
185,2019-09-19,中山,3200,芝,良,8,馬0185_08,5,牝,478,2,騎手13,調教師48,95.1,9,10,254.5,0
185,2019-09-19,中山,3200,芝,良,9,馬0185_09,5,牡,461,-4,騎手27,調教師27,14.6,6,7,253.9,0
185,2019-09-19,中山,3200,芝,良,10,馬0185_10,4,牡,482,-9,騎手22,調教師15,7.9,5,2,252.4,1200
185,2019-09-19,中山,3200,芝,良,11,馬0185_11,6,牡,489,6,騎手25,調教師44,3.4,1,4,252.6,450
185,2019-09-19,中山,3200,芝,良,12,馬0185_12,2,牝,489,-2,騎手11,調教師12,248.9,13,12,255.5,0
185,2019-09-19,中山,3200,芝,良,13,馬0185_13,2,牡,514,3,騎手23,調教師28,24.2,7,5,253.1,300
186,2019-01-18,小倉,1800,ダート,良,1,馬0186_01,5,騸,476,14,騎手15,調教師13,17.2,3,3,168.5,750
186,2019-01-18,小倉,1800,ダート,良,2,馬0186_02,5,牡,513,0,騎手09,調教師05,251.9,11,11,170.7,0
186,2019-01-18,小倉,1800,ダート,良,3,馬0186_03,7,牡,478,0,騎手23,調教師44,1.9,2,2,167.8,1200
186,2019-01-18,小倉,1800,ダート,良,4,馬0186_04,3,騸,539,-12,騎手24,調教師12,39.7,6,8,170.2,0
186,2019-01-18,小倉,1800,ダート,良,5,馬0186_05,2,牝,477,-8,騎手17,調教師02,31.0,4,5,169.0,300
186,2019-01-18,小倉,1800,ダート,良,6,馬0186_06,7,牡,445,11,騎手19,調教師07,37.1,5,9,170.7,0
186,2019-01-18,小倉,1800,ダート,良,7,馬0186_07,3,牡,473,-5,騎手18,調教師10,186.5,10,7,169.7,0
186,2019-01-18,小倉,1800,ダート,良,8,馬0186_08,5,牡,515,5,騎手14,調教師48,63.4,7,6,169.5,0
186,2019-01-18,小倉,1800,ダート,良,9,馬0186_09,7,牝,464,1,騎手26,調教師45,101.5,8,4,169.3,450
186,2019-01-18,小倉,1800,ダート,良,10,馬0186_10,3,牝,492,-5,騎手07,調教師33,1.9,1,1,167.8,3000
186,2019-01-18,小倉,1800,ダート,良,11,馬0186_11,4,牝,489,3,騎手22,調教師26,140.6,9,10,170.4,0
187,2022-12-30,福島,1700,ダート,良,1,馬0187_01,2,牡,465,4,騎手18,調教師18,171.1,9,9,164.0,0
187,2022-12-30,福島,1700,ダート,良,2,馬0187_02,6,牡,482,-8,騎手15,調教師02,5.0,3,3,162.3,750
187,2022-12-30,福島,1700,ダート,良,3,馬0187_03,2,牡,444,-15,騎手30,調教師21,3.6,2,2,162.5,1200
187,2022-12-30,福島,1700,ダート,良,4,馬0187_04,5,牡,495,4,騎手26,調教師31,97.0,8,8,164.1,0
187,2022-12-30,福島,1700,ダート,良,5,馬0187_05,2,牡,531,8,騎手14,調教師09,1.6,1,1,161.9,3000
187,2022-12-30,福島,1700,ダート,良,6,馬0187_06,5,牝,478,2,騎手12,調教師05,26.3,6,7,163.7,0
187,2022-12-30,福島,1700,ダート,良,7,馬0187_07,5,騸,444,1,騎手10,調教師44,23.4,5,5,163.1,300
187,2022-12-30,福島,1700,ダート,良,8,馬0187_08,4,牡,453,-4,騎手28,調教師48,22.5,4,4,162.8,450
187,2022-12-30,福島,1700,ダート,良,9,馬0187_09,2,牡,460,1,騎手27,調教師45,58.7,7,6,163.2,0
188,2019-03-30,新潟,1300,芝,良,1,馬0188_01,7,牝,479,0,騎手20,調教師10,261.0,13,13,141.4,0
188,2019-03-30,新潟,1300,芝,良,2,馬0188_02,3,牡,470,-5,騎手23,調教師41,8.7,4,8,139.9,0
188,2019-03-30,新潟,1300,芝,良,3,馬0188_03,2,騸,446,-4,騎手16,調教師12,4.0,1,3,138.5,750
188,2019-03-30,新潟,1300,芝,良,4,馬0188_04,3,牡,494,-9,騎手13,調教師17,10.4,6,4,138.9,450
188,2019-03-30,新潟,1300,芝,良,5,馬0188_05,6,牝,465,-2,騎手27,調教師26,51.1,11,12,141.9,0
188,2019-03-30,新潟,1300,芝,良,6,馬0188_06,2,牡,514,5,騎手06,調教師39,9.6,5,9,140.4,0
188,2019-03-30,新潟,1300,芝,良,7,馬0188_07,5,牝,538,5,騎手10,調教師16,8.7,3,10,140.9,0
188,2019-03-30,新潟,1300,芝,良,8,馬0188_08,7,牡,469,8,騎手08,調教師49,4.5,2,1,138.1,3000
188,2019-03-30,新潟,1300,芝,良,9,馬0188_09,5,牡,500,-12,騎手02,調教師29,116.7,12,11,141.0,0
188,2019-03-30,新潟,1300,芝,良,10,馬0188_10,6,牡,431,-10,騎手25,調教師50,11.1,8,2,138.4,1200
188,2019-03-30,新潟,1300,芝,良,11,馬0188_11,5,牡,519,0,騎手14,調教師40,14.6,9,6,139.4,0
188,2019-03-30,新潟,1300,芝,良,12,馬0188_12,2,牡,470,4,騎手26,調教師48,16.2,10,7,139.5,0
188,2019-03-30,新潟,1300,芝,良,13,馬0188_13,7,牡,511,0,騎手29,調教師01,10.6,7,5,139.2,300
189,2018-12-26,京都,1600,ダート,良,1,馬0189_01,6,牝,459,-2,騎手28,調教師38,41.7,9,9,158.4,0
189,2018-12-26,京都,1600,ダート,良,2,馬0189_02,3,牡,541,12,騎手02,調教師29,20.5,8,4,156.7,450
189,2018-12-26,京都,1600,ダート,良,3,馬0189_03,4,牝,512,0,騎手13,調教師47,7.8,4,8,158.1,0
189,2018-12-26,京都,1600,ダート,良,4,馬0189_04,4,牡,494,2,騎手21,調教師03,12.4,7,7,157.9,0
189,2018-12-26,京都,1600,ダート,良,5,馬0189_05,7,牝,485,1,騎手07,調教師43,2.9,1,2,156.4,1200
189,2018-12-26,京都,1600,ダート,良,6,馬0189_06,5,牡,459,-2,騎手18,調教師40,77.5,11,12,159.2,0
189,2018-12-26,京都,1600,ダート,良,7,馬0189_07,5,牡,503,2,騎手17,調教師10,5.0,2,1,156.0,3000
189,2018-12-26,京都,1600,ダート,良,8,馬0189_08,6,牡,508,0,騎手15,調教師45,62.4,10,10,159.0,0
189,2018-12-26,京都,1600,ダート,良,9,馬0189_09,6,牡,496,-7,騎手20,調教師30,5.0,3,3,156.4,750
189,2018-12-26,京都,1600,ダート,良,10,馬0189_10,6,牡,446,1,騎手05,調教師44,148.9,12,11,159.0,0
189,2018-12-26,京都,1600,ダート,良,11,馬0189_11,6,牝,496,-11,騎手24,調教師01,11.3,6,5,157.5,300
189,2018-12-26,京都,1600,ダート,良,12,馬0189_12,2,牝,457,4,騎手19,調教師25,10.5,5,6,157.4,0
190,2018-05-31,中京,1300,ダート,良,1,馬0190_01,3,牝,497,-4,騎手09,調教師47,69.2,6,6,139.9,0
190,2018-05-31,中京,1300,ダート,良,2,馬0190_02,6,牡,488,0,騎手30,調教師09,3.8,2,2,138.5,1200
190,2018-05-31,中京,1300,ダート,良,3,馬0190_03,7,牝,503,11,騎手27,調教師28,18.5,3,3,138.5,750
190,2018-05-31,中京,1300,ダート,良,4,馬0190_04,2,牡,472,4,騎手05,調教師02,41.6,4,5,138.7,300
190,2018-05-31,中京,1300,ダート,良,5,馬0190_05,6,騸,490,-1,騎手22,調教師24,213.3,8,8,140.2,0
190,2018-05-31,中京,1300,ダート,良,6,馬0190_06,5,牝,442,0,騎手25,調教師38,79.5,7,7,139.5,0
190,2018-05-31,中京,1300,ダート,良,7,馬0190_07,4,牝,480,-5,騎手28,調教師46,384.8,9,9,140.5,0
190,2018-05-31,中京,1300,ダート,良,8,馬0190_08,5,牝,454,-2,騎手19,調教師35,45.1,5,4,139.1,450
190,2018-05-31,中京,1300,ダート,良,9,馬0190_09,2,牡,485,7,騎手03,調教師27,1.2,1,1,138.3,3000
191,2023-12-09,阪神,1700,ダート,良,1,馬0191_01,3,牝,490,5,騎手13,調教師23,26.2,5,6,163.6,0
191,2023-12-09,阪神,1700,ダート,良,2,馬0191_02,2,牡,493,0,騎手17,調教師50,3.5,3,1,162.1,3000
191,2023-12-09,阪神,1700,ダート,良,3,馬0191_03,2,牝,490,-3,騎手07,調教師10,28.2,6,5,163.1,300
191,2023-12-09,阪神,1700,ダート,良,4,馬0191_04,5,牡,456,-1,騎手30,調教師40,2.1,1,3,162.4,750
191,2023-12-09,阪神,1700,ダート,良,5,馬0191_05,3,騸,518,-4,騎手16,調教師13,3.1,2,2,162.3,1200
191,2023-12-09,阪神,1700,ダート,良,6,馬0191_06,7,牡,530,11,騎手11,調教師08,460.7,8,8,164.2,0
191,2023-12-09,阪神,1700,ダート,良,7,馬0191_07,7,牡,465,3,騎手25,調教師30,76.8,7,7,163.8,0
191,2023-12-09,阪神,1700,ダート,良,8,馬0191_08,2,牡,456,1,騎手29,調教師43,11.8,4,4,163.2,450
192,2018-07-13,小倉,3200,芝,稍重,1,馬0192_01,3,牡,519,-5,騎手09,調教師25,39.2,10,11,255.0,0
192,2018-07-13,小倉,3200,芝,稍重,2,馬0192_02,4,牡,507,3,騎手03,調教師12,2.9,1,2,252.4,1200
192,2018-07-13,小倉,3200,芝,稍重,3,馬0192_03,4,騸,522,0,騎手07,調教師24,12.3,5,10,254.8,0
192,2018-07-13,小倉,3200,芝,稍重,4,馬0192_04,3,牡,464,1,騎手01,調教師10,19.7,9,7,253.7,0
192,2018-07-13,小倉,3200,芝,稍重,5,馬0192_05,3,牝,477,3,騎手20,調教師26,13.2,6,6,253.5,0
192,2018-07-13,小倉,3200,芝,稍重,6,馬0192_06,7,騸,482,0,騎手12,調教師28,41.0,11,9,254.6,0
192,2018-07-13,小倉,3200,芝,稍重,7,馬0192_07,2,牡,487,0,騎手25,調教師40,13.7,7,4,252.6,450
192,2018-07-13,小倉,3200,芝,稍重,8,馬0192_08,6,牡,493,8,騎手08,調教師04,6.5,3,3,252.8,750
192,2018-07-13,小倉,3200,芝,稍重,9,馬0192_09,7,牡,430,12,騎手24,調教師30,7.9,4,5,253.4,300
192,2018-07-13,小倉,3200,芝,稍重,10,馬0192_10,2,牡,458,-6,騎手15,調教師09,18.9,8,8,254.0,0
192,2018-07-13,小倉,3200,芝,稍重,11,馬0192_11,2,騸,484,-3,騎手11,調教師06,224.0,14,14,256.1,0
192,2018-07-13,小倉,3200,芝,稍重,12,馬0192_12,6,牝,447,-8,騎手29,調教師01,103.1,12,13,255.4,0
192,2018-07-13,小倉,3200,芝,稍重,13,馬0192_13,4,牝,504,8,騎手23,調教師22,4.7,2,1,252.1,3000
192,2018-07-13,小倉,3200,芝,稍重,14,馬0192_14,2,牡,542,-7,騎手18,調教師37,111.4,13,12,255.1,0
193,2018-01-20,新潟,1000,ダート,稍重,1,馬0193_01,6,牝,528,0,騎手06,調教師27,3.2,1,1,120.1,3000
193,2018-01-20,新潟,1000,ダート,稍重,2,馬0193_02,4,騸,449,-5,騎手26,調教師47,57.8,8,8,122.0,0
193,2018-01-20,新潟,1000,ダート,稍重,3,馬0193_03,6,牡,500,0,騎手09,調教師45,16.2,6,7,121.8,0
193,2018-01-20,新潟,1000,ダート,稍重,4,馬0193_04,3,牝,496,6,騎手22,調教師09,3.7,2,2,120.4,1200
193,2018-01-20,新潟,1000,ダート,稍重,5,馬0193_05,3,牝,514,8,騎手12,調教師07,10.6,5,4,121.1,450
